filename;part;chroma_stft;rmse;spectral_centroid;spectral_bandwidth;rolloff;zero_crossing_rate;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;label
Soule & Marshall Booze Jr - Walk On By.wav;part_0;0.15383019;0.57458496;2279.1715994743954;4022.1476676387115;5038.76953125;137.16357421875;-177.91667;138.85764;30.994965;23.59557;9.16618;29.255241;-0.0036468804;11.919182;5.3891563;6.1159973;5.985368;6.011677;-0.17186952;-0.1593529;0.527683;1.833843;-0.44430375;2.8890474;1.6140375;0.68843114;13
Soule & Marshall Booze Jr - Walk On By.wav;part_1;0.18936995;0.22597134;2618.8694067439687;3985.302768825402;6093.896484375;166.04833984375;-134.22386;134.38814;14.469876;22.757275;-1.3734874;15.787548;-7.689354;10.136096;-3.869473;-3.7721186;-1.4515162;2.2632575;-6.9632564;-4.1029897;-3.627989;-5.366782;-3.8007803;0.47766978;-2.564661;2.4760463;13
Soule & Marshall Booze Jr - Walk On By.wav;part_2;0.19953415;0.2832099;2819.0049625604343;4182.76032041799;6696.826171875;168.4892578125;-127.14135;127.49418;17.953844;23.566353;-2.5975544;17.335205;-3.9663382;15.282386;-1.9585907;-1.0339856;1.6509866;3.7280915;-7.312568;-2.8033137;-2.6693254;-1.8790498;-2.39439;2.4205112;-0.5041904;2.1683338;13
Soule & Marshall Booze Jr - Walk On By.wav;part_3;0.16353504;0.3174863;2051.245532050317;3652.3783784941697;3682.177734375;144.5146484375;-170.40926;153.17514;21.778152;20.748701;5.1750374;19.610275;-2.0472264;8.779019;-0.32724214;0.98691416;0.4453107;1.5934017;-3.0165703;-0.7978165;0.0496716;-0.4323578;-2.5295415;1.6794682;1.8143659;1.1389692;13
Soule & Marshall Booze Jr - Walk On By.wav;part_4;0.17129174;0.31625223;2223.7416402102726;3573.402018899792;4134.375;156.1591796875;-146.34644;155.27695;10.958921;13.638557;-2.1652215;13.037762;-4.561813;6.8482714;-2.7047594;-2.9392197;-3.0382133;0.10615504;-6.755915;-4.2653937;-3.326864;-2.2262926;-3.8974822;1.0798012;1.8507993;2.4144375;13
Soule & Marshall Booze Jr - Walk On By.wav;part_5;0.19139056;0.3049113;2619.2391572377283;3954.2708663189906;6093.896484375;167.1630859375;-129.16904;132.62427;10.464672;22.210651;-0.97621477;19.739948;-3.9813259;14.617111;0.9129695;0.4335537;3.498248;5.3921905;-6.1173563;-4.0797644;-2.986858;-2.08806;-4.112506;3.2218766;-0.5841923;3.0085003;13
Soule & Marshall Booze Jr - Walk On By.wav;part_6;0.07155123;0.29555154;2275.841509814544;3719.4589191123046;4500.439453125;131.5166015625;-245.28033;112.774765;15.8806715;15.693343;4.144914;17.875965;0.0;8.594579;1.1220901;1.8419254;2.6281326;1.209594;-1.7066677;-0.18226361;-0.67043585;0.0;0.0;2.0828598;0.0;2.5251465;13
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_0;0.14986399;0.73317814;3082.1074019350895;4308.54079687373;7192.08984375;149.3779296875;-289.1863;75.41219;-0.018902123;59.34735;8.038805;19.063076;16.587585;24.136696;4.653865;15.211094;6.50329;10.400979;9.941856;6.096538;2.094384;10.480683;0.12793902;6.021409;6.781226;11.289774;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_1;0.2906561;0.6409768;2109.4563917695223;3786.875695179986;5361.767578125;83.478515625;-165.57365;117.29853;18.442451;62.071888;5.360969;20.373177;10.40291;19.415071;-3.061112;8.340854;0.1423092;5.101218;3.099408;1.6093427;-3.1433027;7.2656116;-0.21943045;6.1770787;5.512832;8.953892;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_2;0.23688932;0.47526908;2728.165597599043;3633.0002426779306;6244.62890625;112.607421875;-132.17216;124.529785;-8.44771;41.367683;-10.162317;18.872456;2.9956489;16.19941;-4.5299754;4.8293533;-1.3995588;3.48668;-1.9370079;-1.6576927;-3.3233502;6.11605;-3.894189;-1.6031816;-3.2749605;-1.0041555;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_3;0.33946285;0.58422995;2533.4616713073947;3940.2516439892433;6158.49609375;96.52587890625;-121.109795;118.50214;0.25791025;55.75138;2.531172;24.13865;2.776319;19.539515;-2.1638045;11.494757;2.7883294;9.315058;3.3681738;5.2699094;-1.0793743;8.133302;-2.9007902;2.2781591;-0.48573673;3.000322;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_4;0.29290152;0.5754293;2344.545011392516;3606.868475371028;5555.56640625;102.65625;-128.99355;131.73425;-2.3148227;45.07539;-4.565384;23.146381;5.762216;17.536877;-1.3790847;9.993193;2.1429307;6.4119887;0.51856077;1.5687684;-1.9143367;7.36559;-2.698841;0.63089204;-2.624021;0.1381803;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_5;0.33589658;0.5456421;2624.6726289164167;3918.135549850907;6266.162109375;104.298828125;-114.28623;119.901886;-1.2363547;53.70526;-1.0170074;25.484453;3.9815423;20.358526;-1.8712082;9.289061;1.2222176;10.85294;2.700873;2.729908;-3.0562298;7.401049;-2.3825169;1.8868757;-2.1525795;2.2421415;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_6;0.34358898;0.5876018;2666.9063220734965;3943.067584968095;6718.359375;101.3818359375;-97.29576;126.29099;-1.3249985;50.046837;-9.749569;27.147017;2.1443105;18.127254;1.5280674;10.705925;3.157909;8.6092615;1.6397053;4.7509327;-1.1038518;8.25236;-0.8833152;2.97403;-1.3891672;1.1057787;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_7;0.18720365;0.48230538;2491.6781807805132;3522.2151272285028;6029.296875;146.953125;-109.879684;141.02582;-10.467212;45.035027;-10.259246;16.892006;-5.595277;8.025029;-6.3927865;2.7391403;-2.5491228;1.1702433;-1.573102;1.1851696;-1.3872746;4.293257;-3.6685743;1.3080072;0.0756174;1.2402868;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_8;0.20758045;0.42460206;2663.3555339762684;3403.307269822691;5792.431640625;130.32177734375;-115.35681;134.97769;-14.050499;41.521454;-18.711681;8.675645;-10.1673;4.5454354;-13.382062;-3.094377;-4.444207;2.0332797;-0.12799382;2.4116492;-1.0072935;2.6864445;-6.57625;-0.94538444;-2.752396;0.5670222;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_9;0.34792253;0.5510484;2714.3920498037305;3932.780949396211;6782.958984375;102.32666015625;-99.903625;122.84197;-1.4836248;52.82978;-7.4664364;29.556845;3.986711;19.075916;0.38365346;8.941753;3.1350534;9.995464;1.6786938;3.9798958;-0.7851677;8.953403;-0.7196564;2.6238294;-2.404416;-0.34322906;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_10;0.3226836;0.5847707;2462.058132088783;3687.338581066675;5986.23046875;106.26025390625;-116.321655;131.6713;6.5435505;48.44964;-12.351418;18.234118;-2.2264273;13.371701;-5.9718695;9.002707;5.1764374;10.005526;5.2861023;8.395319;3.4294434;9.607529;-2.3337336;-0.77395415;-3.1414597;1.1450809;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_11;0.3374659;0.63031745;2060.9353114200367;3579.8228412615085;5081.8359375;89.29736328125;-121.379456;139.3193;5.1161013;47.214928;-7.2931137;23.595402;4.7066007;19.369825;0.022179306;9.622682;3.0582051;6.1164575;2.4082372;5.3316574;-1.0091778;5.1590457;-2.9996576;0.8992342;-0.2928221;1.8563753;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_12;0.24464048;0.6872288;3061.6504809899034;4247.532320508409;7838.0859375;208.26025390625;-158.31723;113.08236;0.5144584;42.38325;-9.619266;17.467346;1.7610238;16.862127;-5.3905907;7.433132;0.5012752;4.586309;1.8950336;5.2141023;-0.5766383;8.942392;0.7908606;6.4623575;5.29517;6.8373075;14
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav;part_13;0.10333157;0.69060385;3459.7768482415295;4385.772314860251;8613.28125;395.7568359375;-217.064;81.88234;-1.1960737;31.842453;-3.930636;13.269819;1.184783;18.429398;-0.2636121;6.409444;0.0;5.000863;0.16251911;3.8705106;0.0;4.941841;-0.25463426;2.8926659;1.2723633;2.6792367;14
v_Full Intention - America (I Love America) (Dub American Style).wav;part_0;0.035460733;0.5984271;3545.419688996287;4112.46560411465;8591.748046875;261.68603515625;-282.32202;74.030594;-20.06519;39.3965;-12.898701;19.301699;-5.7942066;9.374184;4.5375485;8.612755;12.529795;11.826816;11.512072;5.652462;3.220728;3.1850157;0.7744666;8.967021;10.81008;10.273243;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_1;0.08323085;0.6031796;2630.67822022629;3524.646927149709;6158.49609375;144.9052734375;-215.08408;122.03874;-20.65591;39.25358;-11.1862545;32.795006;2.196423;13.807527;8.940095;10.804604;9.373194;5.405686;6.184824;1.8037108;2.501206;1.772723;-2.1454725;4.4319153;4.6248875;1.7466977;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_2;0.08984016;0.5826684;2554.2818275288896;3431.558853582423;5792.431640625;140.140625;-197.69458;130.93658;-25.176027;35.140354;-13.6580925;33.437023;3.075852;14.605114;8.599234;10.469435;7.737398;3.799749;5.4082355;1.303978;2.9286225;2.4052632;-2.0947356;3.1187477;2.2466633;-0.05096495;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_3;0.09200452;0.59790796;2391.026529291228;3303.206712969406;5383.30078125;128.47119140625;-187.26636;142.18907;-22.129368;35.490166;-11.635862;28.922852;-0.48023692;13.158978;4.0937157;6.484263;5.6826754;2.2893982;3.9550219;1.080322;2.8808997;2.2239037;0.2509085;5.3117657;1.0615585;-0.7671343;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_4;0.09501865;0.54078877;2240.411708729297;3260.4181444942296;5081.8359375;113.4443359375;-189.3434;147.212;-17.456713;35.3336;-13.668169;26.333408;-1.8114008;13.175665;5.5743837;7.2524104;5.685012;2.6509237;3.6390858;-1.3778517;0.88190985;2.4233284;1.1509088;4.9981833;-0.2563194;-2.1787963;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_5;0.08884987;0.6455128;2552.844196687847;3694.7507423039365;6632.2265625;109.88671875;-225.80595;118.42706;-7.76809;46.179848;-5.573019;33.633102;5.594745;17.362175;6.528502;6.3744936;4.9585147;1.8452315;5.9653087;3.627246;4.2780657;3.1990926;-1.179935;3.6714385;2.0833;1.9026926;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_6;0.056475684;0.38942173;2082.3526313298116;2407.135754939314;4091.30859375;146.39990234375;-224.4909;160.42352;-45.420315;22.69401;-8.20415;-0.0685378;7.067158;-10.8359375;2.1182535;2.1180363;-3.532713;2.505817;-3.2832785;-6.941146;0.85318196;2.6848054;2.244701;3.6145804;-1.1814458;-3.2727437;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_7;0.08055346;0.42080578;2183.2220421211605;2704.8166685878796;4446.6064453125;145.193359375;-187.78482;158.39201;-38.829926;29.536346;-11.889765;10.120106;1.477902;0.035497874;4.3375483;4.460894;2.7702627;3.0603383;2.135599;-3.0217724;2.1081686;3.6911662;0.26419607;4.2798457;0.06215912;-1.9497083;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_8;0.10503997;0.5218458;2302.278541218061;3171.05873065336;5060.302734375;124.951171875;-170.49158;148.95654;-26.556923;33.276703;-13.26425;27.395168;-0.6346834;10.218668;4.696134;7.764136;4.0762124;1.3409896;2.517076;-1.0846925;0.9530808;1.9182786;0.7901294;3.8961391;-0.30403978;-2.816349;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_9;0.091134235;0.57476413;2618.184915443062;3644.2042230080474;6287.6953125;128.73046875;-203.93243;123.75992;-16.986496;42.050087;-5.437209;33.36737;0.671587;13.803764;4.815392;10.867973;7.672369;6.0019712;5.470462;1.7536991;-0.51281166;2.118761;0.012236193;3.173081;0.33291775;-0.7018165;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_10;0.07858436;0.5796114;2824.764110657283;3573.943496312855;6675.29296875;147.34912109375;-207.45285;118.986115;-21.813961;44.25641;-8.499842;30.280006;1.3930407;12.384225;3.2809644;9.69755;9.016355;5.6964693;7.0430737;2.9569578;1.5502362;0.6761417;-1.2689185;3.4335232;2.384717;2.2919097;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_11;0.08489769;0.49664193;2603.1902845727664;3512.87988635708;6136.962890625;143.548828125;-198.1857;125.673294;-16.961376;48.842644;-12.215566;18.805443;-3.6297426;9.809472;6.5839224;10.597464;7.9739857;3.0572944;4.9679766;1.852043;0.3616414;-2.3881986;-4.3312283;2.1681623;1.2833759;0.19648011;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_12;0.10277604;0.4540217;2394.159748808989;3258.9499996929258;5555.56640625;126.3701171875;-186.78674;136.83966;-24.83176;45.656063;-12.584245;28.470196;5.116026;11.68214;5.301544;11.654312;8.1471405;5.782228;4.228261;-5.348818;-1.282563;2.4012942;0.39514297;2.2475863;-2.0906692;-4.6405897;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_13;0.10998409;0.4271543;2288.5799074768984;3101.5738348648383;5297.16796875;119.61572265625;-178.41628;142.93622;-31.423368;36.80465;-15.3152895;27.56591;7.108862;13.123871;7.4242196;11.57231;7.477605;7.3687887;5.059206;-5.274177;-1.378391;1.7421421;-0.25452444;0.3904866;-5.430693;-7.0395694;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_14;0.05513966;0.41112572;2361.5062578290954;2895.4355420768125;5081.8359375;141.03955078125;-245.49602;136.72513;-33.452988;17.81223;-13.32049;15.214861;1.3975835;5.1250935;11.739404;6.8875766;6.356781;4.338714;3.9410086;-4.469618;-1.764368;1.09425;-0.7047548;1.2706151;0.22612485;-1.305599;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_15;0.09137111;0.59717804;1854.2065790053134;2963.756615176325;3294.580078125;95.7060546875;-241.66501;146.29189;-11.119094;18.915142;-7.048917;30.721642;-0.18199512;16.261982;15.880432;9.40382;10.398619;4.1419744;6.584573;2.0749724;3.340258;1.3860066;-3.3037682;3.3788;5.142021;2.426012;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_16;0.08789995;0.6199298;2105.094591760871;3126.288320736501;4037.4755859375;111.173828125;-224.59776;145.59259;-20.107029;20.44401;-9.771597;34.365826;-0.92012364;17.32008;12.244774;6.7000394;7.423666;2.7261705;6.9358845;4.688879;7.2901096;3.9204452;-2.084001;5.6650944;5.952467;1.8689363;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_17;0.07857314;0.6129828;2276.3409602722154;3357.0899542121933;5577.099609375;114.60595703125;-250.30945;120.49817;-14.066462;29.166714;-4.6521206;31.09159;2.908382;15.943499;10.063;4.066816;6.501892;2.8641207;8.051788;6.706088;8.861374;4.8295345;-0.6277992;6.6709676;6.468704;3.642767;15
v_Full Intention - America (I Love America) (Dub American Style).wav;part_18;0.027928723;0.5102154;2199.5279852103913;3450.120332037984;5437.1337890625;179.71630859375;-331.23175;82.23194;-20.214882;23.834576;-1.3994304;13.670105;-2.794051;3.772575;2.385272;-2.4269927;3.799459;5.6488113;11.234561;14.422688;16.276012;10.802023;4.7891326;8.966225;12.04048;9.874541;15
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_0;0.08117197;0.5416666;3416.7384385195587;3509.040916109436;7105.95703125;277.2890625;-177.0474;108.77309;-52.897133;33.559216;-20.533943;19.976692;3.364861;8.171251;-0.54778004;11.203387;-0.15530561;6.2727613;7.4536567;4.4257855;6.2000866;6.898668;-0.28340638;2.4639673;0.82402724;3.1969168;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_1;0.123740286;0.5635004;2922.598520702403;3378.5210564425893;6287.6953125;160.4189453125;-141.04349;131.57211;-41.012367;40.329334;-13.682703;30.031548;5.749599;14.631772;5.3008976;16.241104;3.827377;10.091497;10.18319;5.2262936;8.427395;8.44365;4.073095;4.4176693;-0.42852926;-0.3306948;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_2;0.13439986;0.4579956;2888.978101178329;3225.8274076539706;6029.296875;187.13037109375;-113.29793;139.61879;-50.638504;40.238533;-14.266993;26.780724;-1.7076666;10.59585;3.3659573;14.682271;2.3081038;7.7350197;5.842107;1.340911;4.09569;6.3984485;6.6983013;5.4344864;-2.1576395;-1.8932989;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_3;0.14062491;0.46079773;2877.3116699533025;3229.6739487119994;6093.896484375;183.49072265625;-113.761925;139.78215;-48.803543;41.972336;-14.236464;28.116571;-1.4900639;9.761278;3.0386748;12.99134;2.3973644;8.20981;7.2446966;2.7226913;4.3691807;5.304392;2.4231462;2.545372;-1.6065938;-1.3011776;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_4;0.15182677;0.42847782;2791.9944880348985;3181.5678003724934;5964.697265625;182.01123046875;-101.49631;144.26114;-50.881535;41.13848;-16.745872;27.719395;-2.0728621;9.661113;2.6237588;13.056091;2.3087087;8.178759;5.9276347;1.3383099;3.8738265;5.8181963;4.1940527;3.1867232;-2.0849953;-2.2464848;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_5;0.14094937;0.4259833;2538.3735860645384;3003.6130218080007;5447.900390625;176.9130859375;-117.32253;151.05429;-51.412262;40.29087;-13.701485;27.564974;-0.704578;8.792715;5.318383;9.661957;3.308415;6.8851714;6.265023;0.008186698;5.9629774;4.3466363;5.2512326;3.340612;-3.168428;-4.1933947;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_6;0.15142399;0.44834626;2810.264371252576;3166.3719290484496;5943.1640625;188.36083984375;-102.8762;143.34506;-53.850395;40.36051;-14.428659;28.065046;-1.9318664;10.314663;4.150239;13.698871;2.7187774;8.085718;6.2365294;1.311491;3.916792;6.3068843;5.8751583;3.7750268;-2.392953;-2.5956323;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_7;0.15081948;0.39791226;2684.436094383377;3061.914758829066;5684.765625;188.791015625;-99.370026;149.64214;-54.81732;40.663857;-16.496922;27.443592;-4.966724;7.74856;3.1446173;9.998218;1.3336484;6.739114;6.054343;1.0664201;4.0086293;4.682667;4.139533;1.8441527;-3.3894079;-3.661707;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_8;0.1535013;0.44141984;2719.9713412239444;3088.9930374236533;5824.7314453125;181.55419921875;-100.30304;148.06723;-53.352196;41.476738;-15.825678;27.278767;-2.7316756;7.487838;4.1333427;11.325775;2.3736186;7.683559;6.0063696;-0.43792897;1.6651664;5.107439;4.6228514;2.097496;-2.7261696;-3.2195375;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_9;0.14427996;0.42399108;2758.6839888340746;3089.31263001258;5921.630859375;188.0947265625;-105.86305;146.72351;-56.216515;38.596184;-18.499847;25.607498;-3.4511657;6.049594;2.6726952;9.009571;0.44738206;6.1647167;4.5320196;-2.6726184;0.8101958;4.5454254;4.697942;2.134698;-3.389478;-4.328469;16
v_Full Intention - America (I Love America) (Full Length 12_ Vocal Mix).wav;part_10;0.084672876;0.32167634;2625.6618328461436;2956.077804795105;5641.69921875;177.140625;-172.0716;152.2485;-58.04858;33.496323;-25.635399;20.605099;-6.2964625;1.6103702;2.4119334;3.0391393;-1.6759291;5.2295375;2.110838;-10.941954;0.33627498;0.37525195;5.1102095;-0.4484342;-4.943614;-8.169876;16
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_0;0.053723007;0.35751617;2747.1211585033625;3400.188176748717;5813.96484375;256.40283203125;-211.33537;132.27736;-34.66127;4.832819;-32.167538;0.1474894;-4.751281;2.1186225;-3.0826054;2.4933565;0.13339758;7.336083;1.4578685;-0.36426556;2.182261;5.144579;4.1682806;6.076571;4.0474014;1.5968891;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_1;0.08489667;0.44529805;2900.6464932200893;3777.2747799863832;6718.359375;191.5966796875;-167.60355;130.21143;-7.752757;45.01299;-19.102837;11.2871475;1.9035449;5.840916;-1.6190242;3.4680784;-2.0172124;2.2682486;-2.8367927;-2.4179723;-0.69035673;0.07416207;-0.9171526;2.5605693;0.20127875;-1.0220865;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_2;0.08565988;0.4405088;2641.9450554993887;3625.7105012742595;6223.095703125;150.59814453125;-170.98225;135.45908;-2.593671;51.3004;-16.908546;10.589256;3.5399556;7.502817;-0.7019407;3.9659195;-2.0048125;2.1076074;-2.7513273;-3.5865362;-0.8717984;-0.010115467;-0.39285496;2.577272;-0.12590964;-2.603528;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_3;0.090920806;0.43379563;2598.7165759423715;3273.341395702809;5490.966796875;179.46630859375;-151.38268;146.95943;-33.57509;26.062988;-22.008663;7.2501373;1.3048469;6.3600082;3.589429;7.26919;1.4522262;3.4554439;-3.2720013;-3.4135401;0.8662266;4.5070605;5.4243393;7.597971;4.3556757;1.2273846;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_4;0.079753354;0.5349492;2784.224917902266;3518.4576306233494;6158.49609375;181.54296875;-173.3261;123.45792;-20.167723;43.194626;-11.734871;20.042545;10.740932;13.105259;4.3587804;8.139754;1.963067;5.7152824;-0.95418847;-3.3540053;-2.0788045;-2.8422942;-3.8421793;-1.2699133;-2.5480607;-2.8015237;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_5;0.082937375;0.4943731;2596.39398868602;3427.22931905552;5943.1640625;160.79638671875;-163.56398;141.07343;-17.407372;45.040028;-15.129519;13.884375;6.416317;8.037529;3.5196671;7.5324154;0.9541855;1.9433252;-4.2366;-4.8464136;-1.3773766;-0.3803679;-0.8803586;2.1132011;0.20081274;-1.8032899;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_6;0.0986955;0.42902702;2385.171243520858;3289.9971533585594;5469.43359375;139.8271484375;-160.49525;147.81522;-12.300467;43.559074;-16.37377;10.694988;4.8887587;4.6799674;-0.16908464;3.777194;-1.427864;2.2322998;-2.5285912;-3.5358067;-0.78446424;0.027577013;-0.39253068;1.8514056;-0.096645;-2.0652728;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_7;0.053076312;0.47680005;3380.563224074637;3608.1407092208296;6933.69140625;300.79345703125;-184.37775;117.72189;-40.298744;37.237526;-23.122654;3.3785303;-3.4011586;2.2852585;0.38076746;4.8370056;0.47320876;3.243535;-1.4897215;-0.43420464;2.2873278;2.3655548;1.7251822;4.4155874;2.6646047;1.0646777;17
v_Full Intention - America (I Love America) (Johnick Henry St. Captain Mix).wav;part_8;0.064498246;0.42089492;2482.9763967121035;3253.129944615859;5146.435546875;199.7080078125;-180.24521;133.00005;-34.076767;17.343021;-28.897987;3.0254955;2.2372131;5.6743455;0.29763913;5.0593348;1.1893313;6.7318063;0.5708096;-1.0483569;2.189509;5.199332;6.2053933;7.257793;4.314475;1.5213315;17
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_0;0.060581952;0.69324946;3271.353042544182;3341.3336910285575;6739.892578125;235.46240234375;-258.46033;80.323425;-55.842117;48.328472;3.5750055;33.54159;16.17459;18.546234;14.160125;13.093029;11.843434;10.402742;10.247908;6.841095;7.5295963;5.05206;5.57145;8.999283;5.063279;2.0950959;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_1;0.087522805;0.6883944;2971.4460298330987;3336.2959125729585;6459.9609375;156.8984375;-213.06712;98.32167;-49.0763;54.608154;5.6494193;39.894867;23.78371;24.828222;14.722734;12.163212;11.546915;12.079459;11.240336;5.173566;5.437539;0.41560656;1.2846489;6.121785;1.5902096;-1.5833712;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_2;0.13199687;0.7285973;3109.884269903766;3516.5241890957695;7041.357421875;143.2421875;-188.9543;90.95416;-50.716118;61.528725;5.531609;41.402954;23.062542;21.93169;16.708317;12.825508;14.813349;12.669525;10.112738;5.960862;4.9548674;2.0495331;3.1837406;6.6146164;1.5069481;-3.5933342;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_3;0.13230133;0.73205113;3093.5315778737177;3481.5978452703425;6890.625;144.11669921875;-186.97618;92.318924;-51.041172;63.314133;7.8189497;40.62646;23.057035;22.23898;13.986677;9.9355545;14.903725;12.514358;8.997881;5.742262;5.838985;2.9832497;1.7725523;6.191903;5.190444;0.6711161;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_4;0.11670928;0.7530712;3011.629301199175;3453.2429006890197;6782.958984375;129.29443359375;-204.52322;93.044464;-44.918797;63.419052;10.915758;39.11582;22.363045;19.773579;18.292063;11.109594;13.710573;9.150758;7.837531;6.838271;4.61308;2.164741;2.81819;6.3932433;4.913801;0.005740881;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_5;0.06633147;0.6852866;2623.356680057436;3100.893585255444;5620.166015625;127.06787109375;-243.9354;93.150116;-44.520897;54.502575;17.20259;34.58288;19.803307;17.441843;17.393177;14.960865;17.260052;12.718861;7.0391655;5.924678;4.2628255;0.2810468;1.0272774;2.7419324;-0.8784604;-2.2856705;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_6;0.13499855;0.72611433;2883.2596407414553;3256.1967212127784;6287.6953125;142.53662109375;-175.50659;106.15898;-57.74079;54.78282;9.187994;35.720024;18.408974;14.750629;17.7243;15.591736;20.014236;15.183;7.4915032;3.0897057;3.1216545;2.2139711;1.315138;4.3983326;1.6832404;-1.4243927;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_7;0.10318597;0.64746803;2751.812840892175;3155.1297233957066;5835.498046875;145.619140625;-200.90993;97.34851;-50.851307;56.593315;12.562769;34.020294;23.67984;17.91692;13.339637;9.837849;18.28772;16.392235;6.2548532;2.4946356;4.5656357;3.0158958;1.711145;3.2009578;2.2812195;-1.874094;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_8;0.06925929;0.6552416;2031.016969898874;2739.270191940856;4694.23828125;99.9482421875;-244.77422;116.57216;-38.917233;59.445145;17.452976;36.599197;21.468102;14.154728;10.063909;13.809647;14.93505;14.538751;2.1965542;-4.653884;3.3513865;5.4703865;3.8626804;3.2129757;-1.2564423;-4.511618;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_9;0.12565881;0.7196797;2466.320033524595;3141.3311457276595;5490.966796875;93.40576171875;-228.36884;113.211815;-48.093346;60.726013;13.521655;37.082016;19.174305;19.286009;13.628618;17.241394;15.567522;14.455934;5.407933;0.5091337;5.923901;3.2507644;5.6452875;5.5487337;-1.6930482;-2.0896723;18
v_Full Intention - America (I Love America) (Nevins Goldfinger Mix).wav;part_10;0.066307776;0.5717368;2444.692254702598;2815.4776106854847;5254.1015625;134.533203125;-226.51186;120.6857;-47.14968;40.749886;12.421518;25.268648;21.23727;8.915107;18.098785;14.457765;16.896051;13.566477;1.3620445;-5.8151536;-2.841837;4.3289175;3.797951;3.29129;1.0661013;-3.4941268;18
