new_filename	filename	part	section	cluster
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_4_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_4	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_4_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_4	13	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_4_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_4	14	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_4_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_4	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	2	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	3	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	4	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	6	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	7	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	8	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	9	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	10	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	11	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	13	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_5_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_5	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	3	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	4	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	6	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	7	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	8	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	9	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	10	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	11	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	12	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_6_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_6	15	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	1	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	2	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	3	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	4	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	7	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	9	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	14	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_7_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_7	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	0	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	1	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	2	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	3	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	4	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	6	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	7	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	8	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	9	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	13	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_10_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_10	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	2	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	3	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	4	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	7	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	9	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	12	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	14	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_11_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_11	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	3	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	4	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	5	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	7	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	9	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	14	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_12_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_12	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	3	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	4	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	5	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	7	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	9	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	11	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	12	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	13	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	14	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_13_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_13	15	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	1	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	3	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	4	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	5	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	6	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	7	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	8	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	9	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	13	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	14	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_16_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_16	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	2	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	3	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	4	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	5	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	7	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	9	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	10	3
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	12	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_17_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_17	15	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	0	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	1	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	2	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	3	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	4	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	5	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	6	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	7	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	8	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	9	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	10	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	11	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	12	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	13	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_19_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_19	15	0
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	0	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	1	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	3	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	4	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	6	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	7	2
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_8	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	8	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_9	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	9	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_10	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	10	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_11	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	11	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_12	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	12	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_13	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	13	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_14	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	14	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_22_15	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_22	15	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_0	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	0	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_1	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	1	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_2	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	2	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_3	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	3	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_4	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	4	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_5	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	5	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_6	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	6	1
The Fog - Been A Long Time (Rhythm Masters Main Mix).wav_part_25_7	The Fog - Been A Long Time (Rhythm Masters Main Mix).wav	part_25	7	1
