;Unnamed: 0;grupo;filename;part;amplitude_envelope;chroma_stft;rmse;spectral_centroid;spectral_bandwidth;rolloff;zero_crossing_rate;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;label;rmse_norm;spectral_centroid_norm;ratio;rank;parts_per_song
257;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_7;0.9225006;0.26591623;0.40459484;4629.711197743598;5025.5847605000345;10987.31689453125;51.1708984375;-105.88464;102.69313;13.115931;58.014782;-12.559307;29.059437;-7.6285286;12.756967;-4.7081413;7.480099;1.3018469;8.10332;-4.601658;6.7294865;-1.0518682;7.312043;-0.07621154;12.360993;-0.8830627;3.3498893;9;0.5492342827782198;0.5810317058598149;1.0578940974346185;13.0;26.0
259;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_9;0.9185486;0.25747985;0.37497872;5083.234090769756;4974.162975507203;10960.400390625;55.37939453125;-114.71337;97.80101;9.172865;52.21378;-14.577165;32.058273;-0.6022291;17.05118;1.1621271;11.10952;2.4737527;8.787896;-3.4179397;6.9155397;-2.061057;5.7207236;-1.2420847;11.291749;-0.6291277;3.2434144;9;0.4452070478166118;0.7049332230313579;1.5833828922711295;5.0;26.0
260;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_10;0.93026733;0.2968279;0.40446872;4565.428381355621;5043.2707761230495;11038.458251953123;46.9105224609375;-116.54297;102.15112;19.918722;60.830967;-11.982629;31.14921;-4.0720625;11.716669;-4.536303;7.683216;0.47048512;7.970586;-3.6682956;8.464702;-0.18651536;7.459403;0.29021117;13.401363;0.7030075;4.0973277;9;0.5487912836657987;0.5634697732627969;1.026746943754189;14.0;26.0
263;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_13;0.907959;0.25139403;0.38713786;4592.849255729476;4388.378630367144;9722.2412109375;56.768798828125;-109.432396;104.305824;6.9696994;54.746315;-16.71285;24.167673;-11.087616;8.621178;-6.624997;2.475639;-3.764469;4.018754;-5.5394654;3.7720273;-3.1363227;3.947249;-2.2067392;9.227909;-0.4729945;3.1008162;9;0.4879162789282863;0.5709610994766092;1.170203012555211;9.0;26.0
264;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_14;0.3818817;0.102889195;0.24823013;3913.329038816851;4073.383170662446;8906.671142578125;62.8341064453125;-210.25684;92.90651;-6.804077;53.29864;-65.412094;4.7633047;-47.713306;-21.490578;-27.504;-21.093962;-26.215876;-17.452206;-22.236387;-16.09376;-17.010708;-15.955661;-15.466441;-7.159407;-8.552693;-6.0117855;9;0.0;0.38531758044182907;inf;1.0;26.0
265;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_15;0.5347748;0.13659546;0.27415055;3460.649864727182;3870.535103662274;8392.56591796875;51.546875;-175.33797;109.93742;3.9061902;50.196163;-50.057526;14.249219;-32.569714;-14.526357;-17.287516;-15.182736;-12.711618;-12.873681;-15.121564;-12.720334;-10.590936;-12.236042;-9.63868;-3.8801684;-8.332579;-5.774808;9;0.09104601215971445;0.2616465655401932;2.8737839179733475;4.0;26.0
267;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_17;0.93672943;0.26937902;0.40332144;4850.771285857671;4819.321079815489;10623.944091796877;62.9674072265625;-61.424023;103.70783;3.6132584;52.548836;-20.62466;26.48596;-14.705297;19.067791;-8.793046;7.398533;-3.9941776;7.6671824;-7.0594735;9.804347;-5.16874;6.0741467;-5.6209474;9.619469;-2.1822097;2.5884318;9;0.5447614389013002;0.6414248651128116;1.1774417558013404;8.0;26.0
271;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_21;0.92355347;0.27382958;0.37565297;4336.208861656378;4854.076702596058;10265.95458984375;49.1259765625;-101.61209;113.33413;16.519222;52.791656;-19.017443;26.7298;-6.9531436;11.19448;-5.158109;5.4884343;-1.6902742;6.424659;-4.749493;7.208466;-0.9444055;6.6964893;-0.9412196;11.91738;0.19513395;4.684713;9;0.44757536490787364;0.5008474741621635;1.1190237743877058;11.0;26.0
272;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_22;0.9016571;0.22484498;0.30426466;4915.645664648005;5004.449376541521;11068.06640625;55.7576904296875;-121.166595;91.744965;12.542308;56.940544;-16.522444;27.66239;-5.303047;13.419954;-2.9424257;8.035118;0.115856566;6.598427;-5.974754;6.088384;-2.1968975;5.8188195;-1.203917;12.050066;-0.19947241;3.8073957;9;0.19682244731157467;0.6591484113356925;3.348949372081756;3.0;26.0
274;Prunk - Another Vibe (Original Mix).wav;2;Prunk - Another Vibe (Original Mix).wav;part_24;0.9155197;0.21417573;0.46160525;5517.9271278057495;4707.739680888915;11202.64892578125;77.239013671875;-131.68698;74.253;-10.839142;42.007076;-20.321064;30.65344;-0.8315839;19.171083;3.8296528;13.069791;4.5980954;9.655686;-3.5600681;6.369684;-1.9077597;4.5713954;-2.3501613;10.247349;-2.9793847;0.60053134;9;0.7494845288039519;0.8236904624582081;1.0990092934575661;12.0;26.0
279;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_3;0.6843262;0.17127454;0.61806;6216.108724068818;5070.120973739967;12613.07373046875;93.5233154296875;-183.24965;29.475775;-0.5635555;42.091187;2.7093115;25.286985;14.977536;20.083326;11.27338;8.707906;6.475996;6.7224503;-0.48414823;6.74452;9.297026;3.2408676;-1.2178692;1.6592015;-3.618456;2.5240548;10;0.9381890851497972;0.7052941181003713;0.7517611633562755;12.0;25.0
280;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_4;0.38287354;0.09203617;0.40735573;6618.442267346141;5216.518487304445;13331.744384765623;115.7574462890625;-145.18425;51.724426;-13.88776;23.527294;-9.534572;13.293294;1.7741604;8.383836;-0.39984044;-2.9001613;-5.3745375;-3.639845;-7.1482472;6.403416;12.993562;9.321946;4.6933947;4.506481;-7.612472;-5.8332677;10;0.5174802764545952;0.7691965286626876;1.4864267560740136;3.0;25.0
281;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_5;0.5702667;0.12310174;0.36249793;5159.733865030328;4763.513672442197;10580.877685546877;99.80517578125;-77.03465;74.78039;-37.558735;18.800283;-9.634727;15.738984;2.7876382;11.929825;-0.42160746;-1.7149537;-6.080224;-3.7491746;-6.187706;3.087117;7.133209;8.258343;6.893284;6.6960745;-6.219993;-6.4463;10;0.42791364546658706;0.537510692935007;1.2561195433459895;6.0;25.0
282;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_6;0.9356079;0.16452512;0.4603861;4468.915697049823;4871.061629598084;9991.40625;70.949462890625;-72.73214;80.93215;-27.163395;31.092163;-1.5039752;27.26881;8.99676;16.894117;5.845471;3.2057762;-2.3827045;-1.3161225;-4.2956676;-1.5296648;1.1811016;4.7123365;5.3836102;6.5507655;-0.9821442;0.4571585;10;0.6233649070193472;0.4277884315630068;0.6862568404893052;14.0;25.0
283;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_7;0.93055725;0.24920855;0.47423857;4329.956313437147;5082.735617416266;10753.143310546877;55.7440185546875;-105.42947;87.80475;-4.718689;32.595848;3.6686335;31.01271;15.936563;18.772436;9.605961;6.0549574;1.7278553;2.345155;-3.680809;-0.5800166;1.0942008;1.3066022;1.5630721;6.0740542;1.8958164;6.258371;10;0.6510238441219794;0.40571759076069547;0.6231992797558394;15.0;25.0
287;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_11;0.768692;0.17936951;0.20404042;3494.3130542681465;4009.185249573687;7808.477783203125;36.4140625;-158.66962;115.78484;5.7330623;59.273357;-5.5840855;27.141834;6.5551043;15.118734;3.5047755;3.2799156;-3.858862;-0.34690726;-5.3954263;-6.777639;-6.151187;-1.6172197;-0.26672372;-2.340554;-2.7826657;-1.0882844;10;0.11152484963958245;0.27299284154871645;2.4478207541274792;2.0;25.0
289;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_13;0.9399338;0.26554018;0.3107836;4584.941463847384;5168.502988543292;10815.05126953125;45.9010009765625;-91.60706;96.8096;11.951021;36.132717;-2.4324396;30.832392;12.298536;16.40391;6.9500337;4.595128;-1.2799813;0.66628265;-3.6033852;-3.025258;-3.0687418;0.89748365;0.8066298;3.2966459;-1.6081545;3.7316036;10;0.3246567244427722;0.4462167388955492;1.3744262949163235;4.0;25.0
290;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_14;0.8898773;0.2408823;0.2678584;3705.381329986226;4588.945149158857;8720.947265625;41.236328125;-92.58217;105.15529;-3.4568276;39.692207;3.4988515;30.075405;9.562825;15.102333;5.6043553;2.2714703;0.016636409;-0.9252871;-7.1537476;-2.884218;-4.05272;-2.1151524;-1.1251711;2.1940556;-1.1505784;3.8428476;10;0.23894887545137172;0.3065166971580409;1.2827710386961828;5.0;25.0
291;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_15;0.9698334;0.26679114;0.3612488;4671.596961680079;5046.50505828516;10387.078857421877;50.8509521484375;-66.02187;73.94963;-5.5955477;47.959553;6.849388;29.700405;14.640748;18.57124;4.754646;5.23148;-0.2264404;1.1181395;-7.5087547;2.55777;-1.4897292;1.9809477;0.41854084;6.2888103;0.09582383;5.864853;10;0.4254195337231209;0.4599801829148561;1.0812389804701084;7.0;25.0
292;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_16;0.96795654;0.2677014;0.364563;4629.912821739681;5029.878235588985;10311.712646484377;51.6793212890625;-62.285305;75.71348;-6.853303;46.339287;5.5333586;29.68738;14.226088;18.515072;4.028875;4.6888323;-0.7154709;0.5598325;-7.433554;3.3274727;-0.8734725;1.3423306;-0.5367519;6.199511;0.79741555;6.6410494;10;0.4320369275413746;0.4533595143951242;1.0493536211709764;8.0;25.0
294;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_18;0.78215027;0.17051998;0.44522762;4469.452203598401;5033.162958069879;10317.095947265623;63.971435546875;-77.37438;95.83397;-10.609958;30.565012;-0.48579958;21.937637;8.969861;13.703791;4.062044;2.969785;-3.0944424;-2.0778666;-6.9727345;2.9004261;6.481815;8.817453;7.3253193;6.9783998;-3.2560415;-2.0173345;10;0.5930982870669843;0.42787364459659405;0.7214211437239746;13.0;25.0
295;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_19;0.6753998;0.14821944;0.41704857;5059.282427748154;4812.305076901452;10621.25244140625;82.3955078125;-71.56952;81.18198;-20.627193;37.942574;2.160693;25.132757;9.254014;17.294674;4.839967;5.4379253;-2.554657;-3.3213475;-6.270299;1.9108586;7.907513;13.84076;12.826418;9.037203;-6.8499293;-8.671023;10;0.5368337673414822;0.5215560476064278;0.9715410604464898;10.0;25.0
299;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_23;0.67938995;0.1447539;0.58280855;6309.418852320703;5142.603120315458;12747.65625;99.783203125;-179.07265;31.139767;0.21845897;41.24848;1.3010308;23.462435;13.3371105;18.355846;9.434957;7.2104454;4.2417855;4.262254;-2.8577178;4.5187297;6.7396216;1.2685829;-2.948213;0.8463704;-2.9546542;3.6824546;10;0.8678032522747514;0.7201145133291736;0.8298131073391982;11.0;25.0
300;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_24;0.6061859;0.10844291;0.5759641;7161.941757656632;5036.153875511135;13412.493896484377;140.919921875;-174.13878;26.524986;-8.264597;34.422134;-6.228199;16.271969;5.75292;11.804769;2.682151;1.2686028;-1.9270513;-1.2605275;-8.102402;-0.15564282;2.018866;-2.72007;-6.780151;-2.6512778;-6.509574;0.89091533;10;0.8541370821222725;0.8555202472552761;1.0016193713655037;9.0;25.0
301;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;3;Sabb & Forrest - One Of Us (Dennis Ferrer Remix).wav;part_25;0.36182404;0.06419426;0.35258216;8071.595248692468;5805.76556394939;14720.635986328123;133.7757568359375;-339.77237;10.703925;-1.1543481;21.870241;-4.4641814;10.82827;6.841223;11.266178;5.319969;2.9041736;0.14729573;0.71919334;-3.96625;0.23429352;2.4856236;0.1332522;-2.4515684;-0.13625647;-3.0697577;0.80345947;10;0.40811503491163414;1.0;2.4502895371559195;1.0;25.0
302;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_0;0.6291504;0.07455247;0.5238066;4770.533718573412;3949.1307830189257;10066.7724609375;79.0872802734375;-350.99197;49.91754;-36.055065;12.361677;-26.776798;-0.87760574;-15.197064;2.591999;-11.027748;-2.4144542;-11.4774275;-6.4294147;-11.736292;-3.5802317;-7.0907607;-3.8673038;-5.5483856;-1.886641;0.28959262;9.085064;11;0.7562119589561048;1.0;1.3223805682475938;13.0;30.0
308;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_6;0.83929443;0.26721612;0.46896398;3071.743777869049;3851.502625806029;7224.3896484375;19.9908447265625;-219.36127;123.83383;9.903238;39.78315;14.842794;36.986286;22.380095;26.184832;8.99159;15.339312;9.385957;8.696669;-0.390139;2.8949862;3.0625286;4.6688795;1.2698741;-1.4522598;-1.8896477;2.9117684;11;0.6497719616476426;0.6088040553419285;0.9369503322337412;18.0;30.0
311;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_9;0.8631439;0.2893842;0.43080926;2831.236029890872;3668.272964642494;6772.1923828125;21.1556396484375;-165.9109;154.27539;-6.2328753;32.28404;9.7194;19.398102;7.582085;16.922857;3.3849006;11.811837;6.608082;7.711615;0.35676372;3.1528156;1.7921755;2.8109362;1.8997029;1.511915;1.6174953;5.8178463;11;0.5757202789580643;0.5534201297525775;0.961265652747467;17.0;30.0
312;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_10;0.8741913;0.29001212;0.4283179;2830.8557585129597;3659.848065154753;6756.04248046875;20.80224609375;-165.79811;154.95955;-6.845265;32.260067;9.935693;19.670185;7.7041717;16.719727;2.9890475;11.81042;6.5936074;7.876861;0.30776212;3.0740175;1.9038872;2.985691;2.1305504;1.536233;1.4306499;5.6993876;11;0.5708849820358091;0.5533325611737059;0.9692540154069035;16.0;30.0
313;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_11;0.70910645;0.16897641;0.32847175;3172.847832358926;3762.586047371351;7143.64013671875;27.8958740234375;-156.87416;161.7539;-12.281373;30.634138;6.2060604;16.54813;7.492028;15.094769;1.1612225;11.183172;4.182151;5.544975;-1.9060357;0.9568802;0.5537185;2.6943898;2.058081;1.8289516;0.9641744;4.1763115;11;0.3771009517093895;0.6320862135165463;1.6761724165672738;8.0;30.0
314;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_12;0.86624146;0.2502133;0.31841794;2967.477422875101;3638.775337364209;6976.7578125;24.8536376953125;-138.44667;148.71109;-14.416599;49.48138;2.4344738;20.655033;2.219384;7.0818076;4.7312527;5.0348053;6.005975;9.510166;-2.1397862;3.7074535;3.2912102;2.6956482;2.9650786;4.1260695;-0.4402799;1.4711086;11;0.3575882532033774;0.5847936852187104;1.6353828180315269;9.0;30.0
315;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_13;0.8877716;0.30324528;0.32361805;3131.109350890318;3635.091080027278;7288.9892578125;27.8560791015625;-122.58868;142.58305;-22.740047;59.42967;-1.6832181;19.422453;-2.057541;7.46876;10.287514;3.246995;6.864494;11.633215;-3.7685826;2.9994297;1.6295251;1.1291149;4.4747334;6.589666;4.35852;5.2797465;11;0.3676807632695213;0.6224747104722467;1.6929760070584752;7.0;30.0
316;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_14;0.9181366;0.31280318;0.28374338;2899.324065320633;3435.324704921524;6766.80908203125;28.8424072265625;-117.04565;156.631;-25.298471;49.290936;2.098323;22.758768;-0.26790124;4.890494;7.5858936;4.5179935;4.343407;9.435165;-3.2622805;0.569877;-0.72907555;-0.6483677;1.5351417;6.4798713;6.097489;6.5152497;11;0.29029095644636416;0.5690993863231772;1.9604447664849227;5.0;30.0
317;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_15;0.8646393;0.2818144;0.29365906;2879.1521564165305;3421.422305120184;6616.07666015625;27.1871337890625;-119.14947;155.87555;-25.438496;50.5387;8.880707;23.819632;1.7751219;5.009042;0.9592077;3.4698517;5.926802;9.558903;-4.3241014;-2.1045387;-3.3017573;-2.3531697;1.6129745;8.100248;6.205769;4.130207;11;0.3095355686204648;0.5644542157990187;1.8235520341480398;6.0;30.0
318;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_16;0.8841858;0.30387005;0.35050493;3039.143979263741;3749.565309147189;6901.3916015625;25.432373046875;-117.16339;155.38853;-26.46958;39.414597;11.02015;25.864674;1.2479016;8.8691225;-0.63509053;7.994922;6.5449576;9.888177;-0.72324294;2.5702004;-0.24993247;1.8070471;3.2310686;5.108834;1.3455071;3.3461823;11;0.4198635261432306;0.6012970006405222;1.4321248767757886;12.0;30.0
319;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_17;0.8725891;0.30177078;0.36451185;3325.081616203146;3927.927009058831;7606.60400390625;29.9876708984375;-112.64064;144.02414;-22.303566;47.56394;0.70792854;29.368519;0.84516495;8.412633;0.87087893;5.3484993;6.337558;12.070888;-1.4331812;2.729045;2.0073655;3.3747542;2.0184078;3.2593868;-1.0107384;2.138627;11;0.44704852436359;0.6671424835431511;1.4923267770380917;11.0;30.0
320;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_18;0.90257263;0.31225282;0.2732013;3334.3074888037745;3814.7505164444938;7493.5546875;27.9248046875;-103.52165;143.25618;-25.640556;54.241905;0.83453536;27.027866;-1.4434853;6.356212;0.936051;2.614486;4.993022;11.5250225;-3.2017753;2.207032;0.8677835;-0.40826222;1.1349542;6.326783;1.7271063;2.8320925;11;0.26983061070019826;0.6692670098667538;2.4803227777976566;4.0;30.0
321;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_19;0.85853577;0.27498424;0.21094438;3010.489237813937;3524.3454829353354;6567.626953125;34.854736328125;-99.100525;155.70605;-41.454987;40.602325;-2.0435972;23.135689;3.0348053;6.863884;5.004945;4.2220874;3.9469879;11.518143;-2.9174986;0.93694454;2.332223;3.738464;7.2889533;12.76014;7.097626;7.022834;11;0.14900074521906073;0.5946984104429954;3.9912445375267787;1.0;30.0
322;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_20;0.87657166;0.26785848;0.22359827;2980.7011154640013;3488.5474181468344;6664.5263671875;33.9298095703125;-91.729416;159.4988;-36.72849;44.981174;-2.1738465;21.080109;-1.7814649;5.4695215;6.7853384;5.5045805;3.2600327;7.1620073;-5.382525;-0.2677192;-1.0747743;0.9959646;3.549856;8.779271;6.3241396;7.7787313;11;0.17355974727880144;0.58783882622775;3.3869536885385205;2.0;30.0
323;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_21;0.9007263;0.3147086;0.25203907;3131.686973608732;3772.477072137488;6992.90771484375;25.9669189453125;-105.966675;152.5878;-21.171825;50.370327;1.7225343;22.813267;-1.1595556;9.981105;1.2979383;5.472112;1.3908886;5.144545;-6.6270366;-1.3098577;0.014440039;4.3161273;6.122287;10.893246;5.50474;3.4098966;11;0.22875839890139912;0.6226077249548331;2.7216824734955125;3.0;30.0
324;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_22;0.8720856;0.30510634;0.31955615;2921.802050504787;3651.794713339887;6815.2587890625;24.3701171875;-116.77467;156.53513;-24.58239;43.18765;8.217573;24.43446;1.6805078;9.831341;2.503355;7.221782;6.360803;9.969628;-1.5566776;0.659337;-2.6488967;-0.92906255;0.58109057;6.645356;3.6301382;2.278514;11;0.35979732106586215;0.5742755981887121;1.5961085993844544;10.0;30.0
325;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_23;0.83428955;0.27375972;0.3868983;2709.5858834013206;3450.296380343568;6206.94580078125;25.97021484375;-126.90866;163.9499;-30.05437;32.38296;9.783595;18.513014;4.465344;9.162403;0.8539924;9.848736;6.5375247;10.264874;1.1692216;2.337774;-1.31653;0.76339275;2.4919577;5.3084764;4.103733;3.825585;11;0.490496734491881;0.5254066344795592;1.0711725431237422;14.0;30.0
329;Sade - Pearls (Timo Jahns Remix).wav;3;Sade - Pearls (Timo Jahns Remix).wav;part_27;0.71965027;0.16603377;0.4582494;3259.652604942259;3946.740030784904;7595.83740234375;25.3902587890625;-235.41539;114.68397;6.587238;38.20516;15.298189;40.843426;28.00028;31.022495;11.557726;15.618341;10.814327;10.854663;-1.564053;-0.76809114;0.09768777;3.3589811;-0.8682628;-5.9461884;-6.6198387;1.6115112;11;0.6289768233708553;0.6520755448622959;1.0367242808211095;15.0;30.0
340;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_7;0.7909546;0.3201052;0.3391871;4015.558718516053;4815.322598261935;9606.500244140623;29.8194580078125;-153.28633;114.24099;8.864606;50.573246;-13.000973;19.312428;3.1383758;8.364746;8.706288;6.7429576;9.636329;4.255306;4.2156115;-4.3069367;-2.850856;-5.6006107;-2.1715977;-2.3552794;-3.4999897;-4.333473;12;0.38636925997158733;0.5258801585842018;1.3610817760783396;2.0;24.0
341;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_8;0.4775238;0.12762722;0.21989046;4640.654506017953;4218.249963755541;9383.09326171875;58.293701171875;-143.15134;104.868645;-12.347123;56.79897;-26.784107;14.189414;-9.361948;2.1007588;-2.0763752;-2.5272975;3.7223754;-5.4215827;-0.71649;-12.038303;-9.043095;-13.008632;-6.8525434;-6.5735292;-7.458487;-10.93638;12;0.0;0.6311112772276833;inf;1.0;24.0
342;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_9;0.42555237;0.13208675;0.35549673;3231.5785058192896;3437.949498432496;6890.625;43.15869140625;-140.26385;125.692055;-28.195026;49.42889;-17.790073;18.240948;-2.5761786;4.0754347;5.2593575;0.6448295;5.3462095;-5.7826552;0.93744564;-4.7650294;-3.4711547;-4.098395;-1.9069103;-1.0730455;-3.1961708;-4.1019597;12;0.439191700515683;0.39390180194524543;0.8968789744495176;13.0;24.0
344;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_11;0.952301;0.36132097;0.43994072;4671.510350348249;5619.712624493922;11679.071044921877;20.9892578125;-115.55605;105.89112;47.010784;44.401833;-6.626256;27.086771;0.80797136;11.503909;4.086817;8.680216;7.105196;9.652014;2.22385;1.8764497;0.7674263;1.9284896;2.9552104;5.3378654;2.829913;1.272215;12;0.712682738698721;0.6363056731594529;0.8928316045948803;14.0;24.0
345;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_12;0.95088196;0.35036203;0.37924874;4683.727075147006;5523.714688672031;11582.171630859377;32.166748046875;-105.97638;109.47427;43.434223;37.981213;-13.117062;22.677675;-1.9569554;8.00886;0.60407335;6.318336;4.87452;7.581002;0.9631886;0.07610751;-1.3298905;0.047778953;0.91673434;2.573624;0.34101728;-0.76869315;12;0.5161179787959241;0.6383622853498347;1.2368534164206022;4.0;24.0
346;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_13;0.9741211;0.34735435;0.3657933;4550.518225009023;5205.119166182453;11162.274169921877;39.4375;-101.11932;108.59263;32.052032;46.031673;-12.034427;21.669933;-6.2910914;11.710902;-0.32224584;6.806952;3.2394974;5.701795;1.6109664;1.3123937;-0.7766949;0.29996657;0.81060004;4.5271254;1.3962678;0.8439682;12;0.47253948073099883;0.6159373760903251;1.303462252799482;3.0;24.0
347;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_14;0.6394806;0.16405162;0.52865374;6831.933945355311;4617.7352735789245;11267.24853515625;108.4931640625;-117.35052;37.8428;3.1192982;86.67059;-12.871794;17.659073;-17.39422;11.345664;1.1313417;12.417275;5.402619;3.7491722;5.2789283;3.2910478;2.383527;2.6161625;1.9242871;5.2821455;0.6511174;0.9894625;12;1.0;1.0;1.0;9.0;24.0
348;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_15;0.9889679;0.3436656;0.5187523;6212.229627109997;5248.422629149985;12241.6259765625;54.1614990234375;-111.75672;40.454403;11.4416275;66.16981;-3.187404;39.115154;9.918237;22.962269;9.517313;15.614604;8.746236;10.090037;5.069848;4.1777525;3.1622849;-1.2425835;1.174863;4.3064666;2.7347407;0.28312802;12;0.9679319380206094;0.8956765028000572;0.9253507066123757;12.0;24.0
349;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;1;Siopis ft Metrika - Linda (Lemos & Pan Remix).wav;part_16;0.9934006;0.35344052;0.47599345;5782.987330008771;5261.294409585441;12010.14404296875;42.608154296875;-84.43921;58.714607;12.08785;57.013348;-2.1604013;37.51147;10.92604;22.560894;8.760001;13.864202;10.27702;8.730793;5.5607686;1.3040763;4.1336017;-1.7719437;2.7469776;6.10016;3.803396;-1.5868326;12;0.829447692096029;0.8234161420742662;0.9927282334024934;10.0;24.0
